"","ID","adj.P.Val","P.Value","t","B","logFC","Gene.symbol","Gene.title"
"4704","A_32_P216888",0.0415,0.00548,-2.943898,-2.4218773,-1.8667969,"",""
"4705","A_32_P225472",0.0415,0.00548,-2.94382,-2.4220592,-1.1730897,"LOC389834","ankyrin repeat domain 57 pseudogene"
"4706","A_32_P167176",0.0415,0.00548,-2.943661,-2.4224353,-1.273865,"",""
"4707","A_23_P98565",0.0416,0.00549,-2.94333,-2.4232167,-1.4685948,"MS4A14","membrane spanning 4-domains A14"
"4708","A_23_P164035",0.0416,0.00549,2.943174,-2.4235837,1.4117308,"PSMC5","proteasome 26S subunit, ATPase 5"
"4709","A_23_P316085",0.0416,0.00549,-2.943097,-2.4237652,-1.50757,"SPG20-AS1","SPG20 antisense RNA 1"
"4710","A_24_P7541",0.0416,0.0055,-2.942888,-2.4242598,-2.5513608,"",""
"4711","A_32_P186678",0.0416,0.0055,-2.942829,-2.4243992,-1.4236389,"",""
"4712","A_23_P425932",0.0416,0.0055,-2.942804,-2.4244583,-1.2100157,"VTI1A","vesicle transport through interaction with t-SNAREs 1A"
"4713","A_32_P35751",0.0416,0.0055,2.942658,-2.4248013,1.2707116,"",""
"4714","A_23_P63010",0.0416,0.0055,2.942473,-2.4252391,1.0345013,"CERS2","ceramide synthase 2"
"4715","A_23_P417282",0.0416,0.0055,2.942445,-2.4253052,1.034628,"IGF1R","insulin like growth factor 1 receptor"
"4716","A_23_P134484",0.0416,0.0055,-2.942345,-2.4255399,-1.9147281,"CALCR","calcitonin receptor"
"4717","A_32_P133840",0.0416,0.0055,-2.942226,-2.4258204,-2.2491317,"TMCC2","transmembrane and coiled-coil domain family 2"
"4718","A_23_P139476",0.0416,0.00551,2.942059,-2.4262148,2.1600816,"CD63","CD63 molecule"
"4719","A_24_P940079",0.0416,0.00551,-2.941978,-2.4264065,-2.1595202,"",""
"4720","A_23_P216199",0.0417,0.00553,-2.940742,-2.4293209,-1.3829853,"PPP1R3B","protein phosphatase 1 regulatory subunit 3B"
"4721","A_23_P170110",0.0417,0.00553,-2.940589,-2.4296832,-2.301372,"",""
"4722","A_24_P299489",0.0417,0.00553,-2.940549,-2.4297766,-1.9744203,"NFYC","nuclear transcription factor Y subunit gamma"
"4723","A_23_P107401",0.0418,0.00554,2.939756,-2.4316469,1.2147409,"TIMP2","TIMP metallopeptidase inhibitor 2"
"4724","A_23_P53976",0.0418,0.00555,2.939409,-2.4324657,1.2242738,"IFI27L1","interferon alpha inducible protein 27 like 1"
"4725","A_24_P582705",0.0418,0.00555,-2.939362,-2.4325763,-2.2462256,"KCNB1","potassium voltage-gated channel subfamily B member 1"
"4726","A_23_P39237",0.0418,0.00555,-2.939293,-2.4327379,-1.8951756,"ZFP36","ZFP36 ring finger protein"
"4727","A_32_P16339",0.0418,0.00555,-2.939256,-2.4328263,-1.2188177,"APLF","aprataxin and PNKP like factor"
"4728","A_23_P33984",0.0418,0.00555,-2.939161,-2.4330501,-1.1684383,"TMEM27","transmembrane protein 27"
"4729","A_24_P242021",0.0419,0.00555,-2.938769,-2.4339726,-1.6627361,"SFI1","SFI1 centrin binding protein"
"4730","A_23_P51376",0.0419,0.00556,2.938742,-2.434038,1.1752637,"NKAIN1","Na+/K+ transporting ATPase interacting 1"
"4731","A_23_P121459",0.0419,0.00556,-2.938726,-2.4340743,-1.5278679,"THPO","thrombopoietin"
"4732","A_23_P50477",0.0419,0.00556,2.938577,-2.4344255,1.1989222,"BCL2L12","BCL2 like 12"
"4733","A_23_P366254",0.0419,0.00556,2.938366,-2.4349244,1.1078517,"SLC10A3","solute carrier family 10 member 3"
"4734","A_23_P209933",0.0419,0.00556,2.938359,-2.4349403,1.2327518,"TGOLN2","trans-golgi network protein 2"
"4735","A_32_P149834",0.042,0.00558,-2.937207,-2.4376563,-1.9391267,"",""
"4736","A_23_P80336",0.042,0.00558,2.936827,-2.4385509,1.186758,"TOMM22","translocase of outer mitochondrial membrane 22"
"4737","A_32_P2807",0.0421,0.00559,-2.936425,-2.4394975,-1.3978881,"",""
"4738","A_24_P699733",0.0421,0.00559,-2.936204,-2.4400199,-1.1456032,"",""
"4739","A_24_P21887",0.0421,0.0056,-2.935766,-2.4410515,-1.0653768,"PLCH2","phospholipase C eta 2"
"4740","A_24_P375205",0.0421,0.0056,-2.935581,-2.4414875,-2.2433572,"MKL2","MKL1/myocardin like 2"
"4741","A_23_P124313",0.0421,0.0056,-2.93551,-2.4416534,-1.7435906,"",""
"4742","A_23_P120153",0.0422,0.00561,2.935057,-2.4427209,1.4352636,"RNF149","ring finger protein 149"
"4743","A_23_P116173",0.0422,0.00561,-2.935031,-2.4427819,-1.0009737,"COLCA2","colorectal cancer associated 2"
"4744","A_24_P203882",0.0422,0.00561,-2.934852,-2.4432045,-1.8698743,"",""
"4745","A_24_P860781",0.0422,0.00561,2.934796,-2.4433352,1.5395944,"",""
"4746","A_23_P305092",0.0422,0.00562,-2.934293,-2.4445198,-1.7623121,"CRTAM","cytotoxic and regulatory T-cell molecule"
"4747","A_23_P97914",0.0422,0.00562,-2.934189,-2.4447648,-1.8164734,"",""
"4748","A_23_P215048",0.0422,0.00563,-2.933953,-2.4453202,-1.3018989,"KIAA0408","KIAA0408"
"4749","A_32_P221121",0.0422,0.00563,-2.933737,-2.4458299,-1.0320134,"HAUS3","HAUS augmin like complex subunit 3"
"4750","A_23_P77669",0.0423,0.00563,-2.93345,-2.4465068,-1.254698,"ZNF821","zinc finger protein 821"
"4751","A_24_P918677",0.0423,0.00564,-2.933108,-2.4473104,-1.6278414,"",""
"4752","A_23_P309701",0.0423,0.00564,-2.932947,-2.4476909,-1.0344584,"PTPN2","protein tyrosine phosphatase, non-receptor type 2"
"4753","A_23_P149938",0.0423,0.00564,-2.932712,-2.4482441,-1.1401679,"",""
"4754","A_32_P170895",0.0423,0.00565,-2.932466,-2.4488228,-1.5477617,"",""
"4755","A_23_P62139",0.0424,0.00566,2.931877,-2.4502085,1.0887118,"PQBP1","polyglutamine binding protein 1"
"4756","A_32_P39431",0.0424,0.00566,-2.931752,-2.4505025,-1.2197266,"",""
"4757","A_24_P315654",0.0424,0.00566,2.931446,-2.451224,1.9045949,"",""
"4758","A_23_P393758",0.0424,0.00566,-2.931444,-2.4512295,-2.40483,"MVB12A","multivesicular body subunit 12A"
"4759","A_23_P157380",0.0424,0.00567,-2.931238,-2.4517138,-1.5200466,"KCTD7","potassium channel tetramerization domain containing 7"
"4760","A_23_P16762",0.0424,0.00567,2.931172,-2.451869,1.2016627,"PRPF40A","pre-mRNA processing factor 40 homolog A"
"4761","A_32_P216041",0.0424,0.00567,-2.931024,-2.4522165,-2.2025662,"",""
"4762","A_24_P266285",0.0424,0.00567,-2.931004,-2.4522652,-1.4105651,"IQCE","IQ motif containing E"
"4763","A_24_P117177",0.0424,0.00567,-2.930951,-2.4523878,-1.4413044,"SNX21","sorting nexin family member 21"
"4764","A_32_P18258",0.0425,0.00567,2.930758,-2.4528443,1.5980517,"TALDO1","transaldolase 1"
"4765","A_24_P927189",0.0425,0.00568,-2.930592,-2.4532333,-1.3134563,"OXNAD1","oxidoreductase NAD binding domain containing 1"
"4766","A_23_P37445",0.0425,0.00568,2.930403,-2.4536795,2.3619438,"RPLP1","ribosomal protein lateral stalk subunit P1"
"4767","A_32_P4475",0.0425,0.00568,-2.93033,-2.4538503,-2.0863991,"",""
"4768","A_23_P130731",0.0425,0.00568,-2.930297,-2.453928,-1.228576,"TBC1D17","TBC1 domain family member 17"
"4769","A_24_P915806",0.0425,0.00568,-2.930168,-2.4542323,-1.0881968,"HNMT","histamine N-methyltransferase"
"4770","A_23_P41455",0.0425,0.00568,-2.930004,-2.4546176,-1.0953286,"TRPC3","transient receptor potential cation channel subfamily C member 3"
"4771","A_24_P815488",0.0425,0.00568,-2.92995,-2.4547436,-2.4005197,"",""
"4772","A_24_P927325",0.0425,0.00569,-2.929871,-2.4549305,-1.4915246,"C2CD3","C2 calcium dependent domain containing 3"
"4773","A_24_P120907",0.0425,0.00569,-2.929406,-2.4560253,-2.1356976,"PGM5","phosphoglucomutase 5"
"4774","A_23_P68007",0.0426,0.0057,2.929071,-2.4568122,1.6887769,"ATP1B3","ATPase Na+/K+ transporting subunit beta 3"
"4775","A_24_P418809",0.0426,0.0057,2.928693,-2.4577026,1.9505282,"GNAS","GNAS complex locus"
"4776","A_23_P162466",0.0426,0.00571,2.928246,-2.4587538,1.1821755,"PKP2","plakophilin 2"
"4777","A_32_P154956",0.0426,0.00571,-2.928048,-2.4592183,-2.0137756,"",""
"4778","A_24_P849467",0.0426,0.00572,-2.927897,-2.4595753,-1.785103,"ZNF585A","zinc finger protein 585A"
"4779","A_23_P330461",0.0426,0.00572,2.927688,-2.4600661,1.3183068,"TMC4","transmembrane channel like 4"
"4780","A_23_P324107",0.0426,0.00572,-2.927625,-2.4602135,-1.497183,"RORC","RAR related orphan receptor C"
"4781","A_32_P155247",0.0426,0.00572,2.927566,-2.4603518,1.4973637,"FTL","ferritin light chain"
"4782","A_23_P417404",0.0427,0.00572,2.927296,-2.4609867,1.7870883,"FAM129B","family with sequence similarity 129 member B"
"4783","A_23_P143569",0.0427,0.00573,2.927074,-2.4615108,1.0154353,"DGCR6L","DiGeorge syndrome critical region gene 6-like"
"4784","A_23_P122582",0.0427,0.00573,2.926796,-2.4621645,1.0964185,"C6orf106","chromosome 6 open reading frame 106"
"4785","A_24_P711290",0.0427,0.00574,-2.926301,-2.4633273,-1.5381335,"",""
"4786","A_23_P391238",0.0428,0.00575,-2.925796,-2.4645142,-1.3643398,"MCM3AP-AS1","MCM3AP antisense RNA 1"
"4787","A_32_P174693",0.0428,0.00575,-2.92562,-2.4649278,-1.9099879,"C1orf234","chromosome 1 open reading frame 234"
"4788","A_24_P592260",0.0428,0.00575,-2.925609,-2.4649553,-2.3876541,"ADAM6","ADAM metallopeptidase domain 6 (pseudogene)"
"4789","A_23_P118266",0.0428,0.00576,2.925136,-2.4660651,1.4248094,"ZFHX3","zinc finger homeobox 3"
"4790","A_24_P60634",0.0428,0.00576,-2.925135,-2.4660688,-2.2106095,"SLC12A7","solute carrier family 12 member 7"
"4791","A_32_P207986",0.0428,0.00576,-2.925005,-2.4663752,-1.9004428,"",""
"4792","A_24_P126210",0.0428,0.00576,-2.924859,-2.4667166,-1.870059,"MRAP","melanocortin 2 receptor accessory protein"
"4793","A_23_P24594",0.0429,0.00576,2.924627,-2.4672631,1.8322331,"HSPA8","heat shock protein family A (Hsp70) member 8"
"4794","A_24_P111242",0.0429,0.00577,-2.924388,-2.4678247,-1.1470214,"SVIP","small VCP interacting protein"
"4795","A_23_P60009",0.0429,0.00578,-2.923793,-2.4692234,-1.013596,"ANXA13","annexin A13"
"4796","A_23_P63600",0.043,0.00578,-2.923395,-2.4701576,-2.1504476,"ARMC4","armadillo repeat containing 4"
"4797","A_23_P215060",0.043,0.00579,2.923138,-2.4707614,1.8344383,"PODXL","podocalyxin like"
"4798","A_24_P221615",0.043,0.00579,-2.923072,-2.4709161,-2.4306831,"",""
"4799","A_23_P100501",0.0431,0.0058,2.922014,-2.4734021,1.289879,"HMOX2","heme oxygenase 2"
"4800","A_32_P132169",0.0431,0.00581,-2.921946,-2.4735626,-1.5283989,"",""
"4801","A_32_P182055",0.0431,0.00581,-2.921772,-2.4739711,-1.3410267,"",""
"4802","A_23_P125829",0.0431,0.00581,2.921537,-2.4745232,1.4980083,"PGK1","phosphoglycerate kinase 1"
"4803","A_23_P151610",0.0431,0.00582,2.921122,-2.4754973,1.6763742,"PSME1","proteasome activator subunit 1"
"4804","A_24_P234822",0.0432,0.00582,-2.920918,-2.4759762,-1.3886084,"RIOK2","RIO kinase 2"
"4805","A_24_P303770",0.0432,0.00582,2.92073,-2.4764175,1.2637081,"CTSB","cathepsin B"
"4806","A_23_P204277",0.0432,0.00583,2.920645,-2.4766171,1.4893562,"H2AFJ","H2A histone family member J"
"4807","A_32_P226157",0.0432,0.00583,-2.920509,-2.4769377,-1.4010324,"ZNF484","zinc finger protein 484"
"4808","A_23_P404162",0.0432,0.00583,-2.920283,-2.4774679,-1.4797425,"HDAC9","histone deacetylase 9"
"4809","A_24_P151920",0.0432,0.00583,2.920219,-2.4776184,1.2429389,"TMEM97","transmembrane protein 97"
"4810","A_24_P178415",0.0432,0.00583,2.920176,-2.4777201,1.7726143,"",""
"4811","A_32_P141013",0.0432,0.00584,-2.919978,-2.4781841,-2.1283886,"IQSEC3","IQ motif and Sec7 domain 3"
"4812","A_23_P13929",0.0432,0.00584,-2.919673,-2.4788997,-2.0453521,"NRIP2","nuclear receptor interacting protein 2"
"4813","A_24_P635551",0.0432,0.00584,-2.919522,-2.4792557,-2.0585808,"",""
"4814","A_24_P102456",0.0432,0.00585,2.919199,-2.4800132,1.1904296,"SNORA78","small nucleolar RNA, H/ACA box 78"
"4815","A_24_P924504",0.0432,0.00585,-2.919163,-2.4800984,-2.0914675,"TNC","tenascin C"
"4816","A_24_P579862",0.0432,0.00585,-2.919125,-2.4801862,-1.1914667,"SERP1","stress-associated endoplasmic reticulum protein 1"
"4817","A_24_P58187",0.0432,0.00585,2.919087,-2.4802755,1.3491501,"",""
"4818","A_23_P138826",0.0432,0.00585,-2.918959,-2.480576,-1.3746765,"SYVN1","synoviolin 1"
"4819","A_23_P73571",0.0432,0.00585,-2.918846,-2.4808414,-1.2370344,"MUM1L1","MUM1 like 1"
"4820","A_24_P246748",0.0432,0.00585,2.918689,-2.48121,1.2148255,"",""
"4821","A_23_P44919",0.0432,0.00586,-2.918455,-2.4817596,-1.6690705,"ACSM5","acyl-CoA synthetase medium-chain family member 5"
"4822","A_24_P203827",0.0432,0.00586,2.918323,-2.4820701,1.3125452,"",""
"4823","A_23_P106633",0.0432,0.00586,2.918281,-2.4821673,1.1128519,"DDX28","DEAD-box helicase 28"
"4824","A_24_P935697",0.0432,0.00586,-2.918209,-2.4823366,-2.0843669,"C1orf61","chromosome 1 open reading frame 61"
"4825","A_23_P30363",0.0433,0.00587,2.91783,-2.4832263,1.2892329,"P4HA2","prolyl 4-hydroxylase subunit alpha 2"
"4826","A_24_P341000",0.0434,0.00588,-2.916834,-2.4855632,-2.7114055,"LMO7DN","LMO7 downstream neighbor"
"4827","A_23_P78092",0.0434,0.00589,-2.916658,-2.4859776,-1.2061825,"EVI2A","ecotropic viral integration site 2A"
"4828","A_32_P50815",0.0434,0.00589,-2.916575,-2.4861713,-1.6830266,"SLC2A12","solute carrier family 2 member 12"
"4829","A_23_P63789",0.0434,0.00589,2.916302,-2.4868115,1.4049515,"ZWINT","ZW10 interacting kinetochore protein"
"4830","A_24_P242204",0.0434,0.00589,-2.916143,-2.4871847,-1.7271926,"SEPT6","septin 6"
"4831","A_24_P462853",0.0434,0.0059,-2.915833,-2.4879139,-2.1993503,"LINC00202-1","long intergenic non-protein coding RNA 202-1"
"4832","A_23_P19802",0.0434,0.0059,2.915683,-2.4882653,1.1199138,"ZNF777","zinc finger protein 777"
"4833","A_23_P157405",0.0434,0.0059,2.915663,-2.4883121,1.7095112,"CHCHD2","coiled-coil-helix-coiled-coil-helix domain containing 2"
"4834","A_23_P133386",0.0435,0.00591,-2.915296,-2.4891728,-1.608972,"RASGRF2","Ras protein specific guanine nucleotide releasing factor 2"
"4835","A_23_P208469",0.0435,0.00591,2.915268,-2.4892374,1.3651511,"LONP1","lon peptidase 1, mitochondrial"
"4836","A_23_P133474",0.0435,0.00592,-2.914772,-2.4904021,-2.0602716,"GPX3","glutathione peroxidase 3"
"4837","A_23_P168993",0.0435,0.00592,-2.914586,-2.4908377,-1.4385299,"ADRB3","adrenoceptor beta 3"
"4838","A_32_P97547",0.0435,0.00592,-2.914465,-2.4911206,-1.7277112,"",""
"4839","A_32_P170512",0.0435,0.00592,-2.914382,-2.4913154,-1.6049605,"",""
"4840","A_24_P89887",0.0436,0.00593,2.913851,-2.4925619,1.2153157,"C9orf3","chromosome 9 open reading frame 3"
"4841","A_23_P27781",0.0436,0.00594,-2.913478,-2.4934351,-1.6322698,"LILRP2","leukocyte immunoglobulin-like receptor pseudogene 2"
"4842","A_24_P102920",0.0436,0.00594,-2.913408,-2.4936009,-1.1770702,"WDR33","WD repeat domain 33"
"4843","A_24_P247044",0.0436,0.00594,-2.913267,-2.493931,-1.0889485,"ZNF492","zinc finger protein 492"
"4844","A_23_P27215",0.0436,0.00594,2.913169,-2.4941596,1.7887478,"UBB","ubiquitin B"
"4845","A_23_P114221",0.0437,0.00595,2.912641,-2.4953977,1.0141079,"RBBP7","RB binding protein 7, chromatin remodeling factor"
"4846","A_23_P422724",0.0437,0.00595,2.91239,-2.4959861,1.0477954,"PPIC","peptidylprolyl isomerase C"
"4847","A_23_P214678",0.0437,0.00596,2.911988,-2.4969304,1.6201509,"CUTA","cutA divalent cation tolerance homolog"
"4848","A_24_P170275",0.0437,0.00596,-2.911768,-2.497446,-1.4781679,"UG0898H09","uncharacterized LOC643763"
"4849","A_32_P199129",0.0438,0.00597,-2.911491,-2.4980932,-1.5223711,"",""
"4850","A_24_P337104",0.0438,0.00597,-2.911353,-2.4984181,-1.343177,"OXTR","oxytocin receptor"
"4851","A_24_P403403",0.0438,0.00597,2.911276,-2.4985985,2.0335395,"RPL35","ribosomal protein L35"
"4852","A_23_P146654",0.0438,0.00597,2.911113,-2.4989792,1.530446,"BAG1","BCL2 associated athanogene 1"
"4853","A_23_P26522",0.0438,0.00597,-2.910994,-2.4992594,-1.367839,"AQP8","aquaporin 8"
"4854","A_23_P67312",0.0438,0.00597,-2.910934,-2.4994008,-1.0613992,"ZNF136","zinc finger protein 136"
"4855","A_23_P58205",0.0438,0.00598,-2.910512,-2.5003897,-1.9287504,"AFP","alpha fetoprotein"
"4856","A_24_P417606",0.0438,0.00598,2.910497,-2.5004233,1.4678562,"",""
"4857","A_32_P42976",0.0438,0.00599,-2.91017,-2.5011909,-1.2299139,"",""
"4858","A_24_P238744",0.0438,0.00599,2.910115,-2.5013192,1.404555,"POTEM","POTE ankyrin domain family member M"
"4859","A_32_P23525",0.0438,0.00599,2.910007,-2.5015732,1.1065889,"",""
"4860","A_23_P77360",0.0439,0.00599,2.909718,-2.5022492,1.1412547,"CIAO1","cytosolic iron-sulfur assembly component 1"
"4861","A_23_P49517",0.0439,0.006,2.909584,-2.502564,1.0591368,"SRSF1","serine and arginine rich splicing factor 1"
"4862","A_23_P138492",0.0439,0.006,-2.909401,-2.5029909,-2.1290687,"NEURL1","neuralized E3 ubiquitin protein ligase 1"
"4863","A_32_P8015",0.0439,0.006,2.909199,-2.5034656,1.7874225,"HNRNPA1L2","heterogeneous nuclear ribonucleoprotein A1-like 2"
"4864","A_23_P399116",0.0439,0.00601,-2.908933,-2.5040884,-2.1869184,"WDR64","WD repeat domain 64"
"4865","A_24_P151084",0.044,0.00601,2.908467,-2.5051788,1.4467946,"CNDP2","CNDP dipeptidase 2 (metallopeptidase M20 family)"
"4866","A_23_P202388",0.044,0.00602,-2.908305,-2.5055587,-1.9453223,"SORBS1","sorbin and SH3 domain containing 1"
"4867","A_23_P7030",0.044,0.00602,2.908181,-2.5058493,1.2602872,"MRPL3","mitochondrial ribosomal protein L3"
"4868","A_32_P226941",0.044,0.00602,-2.90814,-2.5059469,-1.5714606,"",""
"4869","A_23_P11752",0.044,0.00602,-2.907936,-2.5064238,-1.4755599,"OPRD1","opioid receptor delta 1"
"4870","A_24_P213684",0.044,0.00602,2.907797,-2.506748,1.8368723,"P4HB","prolyl 4-hydroxylase subunit beta"
"4871","A_24_P288149",0.044,0.00603,-2.907264,-2.5079962,-1.1712899,"",""
"4872","A_32_P198029",0.044,0.00603,-2.907135,-2.5083004,-1.5389822,"",""
"4873","A_24_P922475",0.0441,0.00604,-2.906489,-2.5098119,-1.1505412,"ATF7","activating transcription factor 7"
"4874","A_24_P187583",0.0441,0.00605,2.906184,-2.5105258,1.4346974,"ABHD17A","abhydrolase domain containing 17A"
"4875","A_32_P28365",0.0442,0.00606,2.905709,-2.5116387,1.201086,"NASP","nuclear autoantigenic sperm protein"
"4876","A_32_P228341",0.0442,0.00606,-2.905653,-2.5117689,-1.7388443,"LOC149703","uncharacterized LOC149703"
"4877","A_32_P141065",0.0442,0.00606,-2.905541,-2.5120322,-2.1466532,"",""
"4878","A_24_P272548",0.0442,0.00606,2.905489,-2.5121519,1.3498902,"",""
"4879","A_32_P99275",0.0442,0.00607,2.905156,-2.5129319,1.2414952,"YTHDF2","YTH N6-methyladenosine RNA binding protein 2"
"4880","A_24_P345314",0.0442,0.00607,-2.904946,-2.5134246,-1.8369604,"TAL1","TAL bHLH transcription factor 1, erythroid differentiation factor"
"4881","A_23_P104853",0.0443,0.00608,-2.904273,-2.5149981,-1.3983338,"TECTA","tectorin alpha"
"4882","A_24_P101304",0.0443,0.00609,-2.903895,-2.5158833,-1.0056105,"ZNF568","zinc finger protein 568"
"4883","A_32_P114372",0.0443,0.00609,-2.903748,-2.516228,-1.3779905,"",""
"4884","A_23_P205031",0.0443,0.00609,2.90372,-2.5162941,1.8611115,"COL4A2","collagen type IV alpha 2 chain"
"4885","A_24_P341538",0.0443,0.00609,2.903606,-2.5165588,1.2982471,"USP51","ubiquitin specific peptidase 51"
"4886","A_24_P76911",0.0443,0.00609,2.903552,-2.5166851,1.4845289,"RNF167","ring finger protein 167"
"4887","A_23_P357504",0.0443,0.00609,-2.903517,-2.5167675,-1.6253985,"",""
"4888","A_23_P303181",0.0443,0.00609,2.90336,-2.5171358,1.1164078,"SPHK2","sphingosine kinase 2"
"4889","A_23_P325411",0.0443,0.0061,2.903275,-2.5173352,1.1803141,"RREB1","ras responsive element binding protein 1"
"4890","A_23_P23575",0.0443,0.0061,2.903211,-2.5174837,1.0125668,"SLC39A1","solute carrier family 39 member 1"
"4891","A_24_P28562",0.0443,0.0061,-2.9029,-2.5182116,-1.5213518,"FMO4","flavin containing monooxygenase 4"
"4892","A_32_P106235",0.0444,0.00611,-2.902463,-2.519235,-1.5376691,"",""
"4893","A_32_P23872",0.0444,0.00612,-2.901734,-2.5209402,-1.1475684,"",""
"4894","A_24_P919256",0.0444,0.00612,-2.901701,-2.5210173,-1.9687519,"",""
"4895","A_24_P57367",0.0444,0.00612,2.901566,-2.5213313,1.6799556,"AHCY","adenosylhomocysteinase"
"4896","A_24_P944991",0.0444,0.00612,-2.901505,-2.5214754,-1.3863212,"SREK1IP1","SREK1 interacting protein 1"
"4897","A_23_P107673",0.0444,0.00613,-2.901408,-2.5217022,-1.2680933,"ZFP28","ZFP28 zinc finger protein"
"4898","A_23_P253661",0.0444,0.00613,2.901378,-2.5217729,1.4477887,"DNAJC22","DnaJ heat shock protein family (Hsp40) member C22"
"4899","A_32_P101264",0.0444,0.00613,-2.90132,-2.5219076,-1.044168,"",""
"4900","A_23_P53736",0.0444,0.00613,2.901244,-2.522084,1.4661695,"FBXO21","F-box protein 21"
"4901","A_23_P30567",0.0444,0.00613,-2.901232,-2.5221126,-2.722325,"CRHBP","corticotropin releasing hormone binding protein"
"4902","A_24_P349788",0.0444,0.00613,2.901011,-2.5226292,1.5473683,"C17orf96","chromosome 17 open reading frame 96"
"4903","A_23_P305507",0.0444,0.00613,2.900998,-2.5226607,1.0334533,"TOP1","topoisomerase (DNA) I"
"4904","A_23_P74653",0.0445,0.00614,2.900681,-2.5234029,1.1657533,"NUDC","nuclear distribution C, dynein complex regulator"
"4905","A_23_P13907",0.0445,0.00614,2.900253,-2.5244018,1.6241043,"IGF1","insulin like growth factor 1"
"4906","A_24_P221385",0.0445,0.00615,2.899948,-2.525116,1.5192679,"LOC101928068","uncharacterized LOC101928068"
"4907","A_24_P605081",0.0445,0.00615,-2.899896,-2.5252376,-1.6522291,"PSMD5-AS1","PSMD5 antisense RNA 1 (head to head)"
"4908","A_24_P219952",0.0445,0.00615,-2.899601,-2.5259277,-2.3771714,"CRTC1","CREB regulated transcription coactivator 1"
"4909","A_24_P924261",0.0446,0.00616,-2.899484,-2.526201,-2.2416397,"ERVFRD-1","endogenous retrovirus group FRD member 1"
"4910","A_24_P926820",0.0446,0.00616,2.899339,-2.5265391,1.9013344,"",""
"4911","A_23_P434352",0.0446,0.00616,2.899013,-2.5273013,1.1709174,"CAST","calpastatin"
"4912","A_24_P102981",0.0446,0.00617,2.898908,-2.5275473,1.251965,"DNAJB2","DnaJ heat shock protein family (Hsp40) member B2"
"4913","A_24_P281988",0.0446,0.00617,-2.898879,-2.5276143,-1.5769766,"PLCL2","phospholipase C like 2"
"4914","A_32_P131317",0.0446,0.00617,-2.898686,-2.5280664,-2.3974364,"",""
"4915","A_23_P208925",0.0446,0.00617,-2.898664,-2.5281171,-1.4371983,"SH3GL1","SH3 domain containing GRB2 like 1, endophilin A2"
"4916","A_24_P15658",0.0446,0.00617,-2.89858,-2.5283126,-1.5155063,"LYSMD3","LysM domain containing 3"
"4917","A_23_P301247",0.0446,0.00617,2.898444,-2.5286307,1.2831516,"HIST2H2AC","histone cluster 2, H2ac"
"4918","A_23_P381714",0.0446,0.00618,-2.897928,-2.5298366,-1.1288885,"CA13","carbonic anhydrase 13"
"4919","A_24_P677634",0.0447,0.00618,2.897708,-2.5303514,1.3565391,"",""
"4920","A_24_P99795",0.0447,0.00619,2.897328,-2.5312397,1.0086174,"ISOC2","isochorismatase domain containing 2"
"4921","A_23_P4112",0.0447,0.00619,-2.897069,-2.5318448,-1.4326982,"PYY","peptide YY"
"4922","A_23_P159851",0.0447,0.0062,-2.896849,-2.5323597,-1.9140444,"SLC7A3","solute carrier family 7 member 3"
"4923","A_32_P187663",0.0447,0.0062,-2.896832,-2.5323975,-1.0932548,"ZNF596","zinc finger protein 596"
"4924","A_23_P31273",0.0447,0.0062,-2.896585,-2.5329766,-1.4026205,"AMPH","amphiphysin"
"4925","A_24_P921623",0.0448,0.00621,-2.896235,-2.5337934,-1.5268879,"",""
"4926","A_23_P210869",0.0448,0.00621,-2.895942,-2.5344787,-1.6301236,"COX4I2","cytochrome c oxidase subunit 4I2"
"4927","A_24_P161355",0.0448,0.00622,2.895671,-2.5351113,1.6486417,"",""
"4928","A_23_P111481",0.0448,0.00622,2.895533,-2.5354334,1.3479447,"SRRT","serrate, RNA effector molecule"
"4929","A_32_P123",0.0448,0.00623,2.895108,-2.5364253,1.2837465,"",""
"4930","A_24_P105648",0.0448,0.00623,-2.894893,-2.536927,-1.7778804,"",""
"4931","A_23_P121356",0.0448,0.00623,2.894884,-2.5369496,1.4795361,"BBX","BBX, HMG-box containing"
"4932","A_24_P62833",0.0448,0.00623,-2.894716,-2.5373411,-2.0646977,"ADAMTSL4","ADAMTS like 4"
"4933","A_23_P137665",0.0448,0.00624,-2.89458,-2.5376587,-1.6439295,"CHI3L1","chitinase 3 like 1"
"4934","A_32_P127501",0.0448,0.00624,-2.894542,-2.5377485,-1.0440044,"",""
"4935","A_23_P17481",0.0448,0.00624,-2.894514,-2.5378122,-1.2773305,"SIGLEC1","sialic acid binding Ig like lectin 1"
"4936","A_23_P63689",0.0449,0.00624,2.894124,-2.5387242,1.1059105,"MRPL43","mitochondrial ribosomal protein L43"
"4937","A_23_P106859",0.0449,0.00624,2.894017,-2.5389742,1.2548962,"EMC8","ER membrane protein complex subunit 8"
"4938","A_24_P930507",0.0449,0.00625,-2.893922,-2.5391954,-1.6959724,"",""
"4939","A_24_P149902",0.0449,0.00625,-2.893569,-2.5400185,-1.3959407,"SUFU","SUFU negative regulator of hedgehog signaling"
"4940","A_23_P47148",0.0449,0.00625,-2.89353,-2.5401099,-1.6366793,"NOX4","NADPH oxidase 4"
"4941","A_23_P29630",0.0449,0.00626,2.893219,-2.5408369,1.3449174,"SPCS1","signal peptidase complex subunit 1"
